
natural spline
             x          Natural CS          N_Error(%) 
       5.670000      123.6391367000        0.0000000000
       5.680000      124.2581888000        0.0000000000
       5.690000      124.8797081000        0.0000000000
       5.700000      125.5037000000        0.0000000000
       5.710000      126.1301699000        0.0000000000
       5.720000      126.7591232000        0.0000000000
       5.730000      127.3905653000        0.0000000000
       5.740000      128.0245016000        0.0000000000
       5.750000      128.6609375000        0.0000000000
       5.760000      129.2998784000        0.0000000000
       5.770000      129.9413297000        0.0000000000
       5.780000      130.5852968000        0.0000000000
       5.790000      131.2317851000        0.0000000000
       5.800000      131.8808000000        0.0000000000
       5.810000      132.5323469000        0.0000000000
       5.820000      133.1864312000        0.0000000000
       5.830000      133.8430583000        0.0000000000
       5.840000      134.5022336000        0.0000000000
       5.850000      135.1639625000        0.0000000000
       5.860000      135.8282504000        0.0000000000
       5.870000      136.4951027000        0.0000000000
       5.880000      137.1645248000        0.0000000000
       5.890000      137.8365221000        0.0000000000
       5.900000      138.5111000000        0.0000000000
       5.910000      139.1882639000        0.0000000000
       5.920000      139.8680192000        0.0000000000
       5.930000      140.5503713000        0.0000000000
       5.940000      141.2353256000        0.0000000000
       5.950000      141.9228875000        0.0000000000
       5.960000      142.6130624000        0.0000000000
       5.970000      143.3058557000        0.0000000000
       5.980000      144.0012728000        0.0000000000
       5.990000      144.6993191000        0.0000000000
       6.000000      145.4000000000        0.0000000000
       6.010000      146.1033209000        0.0000000000
       6.020000      146.8092872000        0.0000000000
       6.030000      147.5179043000        0.0000000000
       6.040000      148.2291776000        0.0000000000
       6.050000      148.9431125000        0.0000000000
       6.060000      149.6597144000        0.0000000000
       6.070000      150.3789887000        0.0000000000
       6.080000      151.1009408000        0.0000000000
       6.090000      151.8255761000        0.0000000000
       6.100000      152.5529000000        0.0000000000
       6.110000      153.2829179000        0.0000000000
       6.120000      154.0156352000        0.0000000000
       6.130000      154.7510573000        0.0000000000
       6.140000      155.4891896000        0.0000000000
       6.150000      156.2300375000        0.0000000000
       6.160000      156.9736064000        0.0000000000
       6.170000      157.7199017000        0.0000000000
       6.180000      158.4689288000        0.0000000000
       6.190000      159.2206931000        0.0000000000
       6.200000      159.9752000000        0.0000000000
       6.210000      160.7324549000        0.0000000000
       6.220000      161.4924632000        0.0000000000
       6.230000      162.2552303000        0.0000000000
       6.240000      163.0207616000        0.0000000000
       6.250000      163.7890625000        0.0000000000
       6.260000      164.5601384000        0.0000000000
       6.270000      165.3339947000        0.0000000000
       6.280000      166.1106368000        0.0000000000
       6.290000      166.8900701000        0.0000000000
       6.300000      167.6723000000        0.0000000000
       6.310000      168.4573319000        0.0000000000
       6.320000      169.2451712000        0.0000000000
       6.330000      170.0358233000        0.0000000000
       6.340000      170.8292936000        0.0000000000
       6.350000      171.6255875000        0.0000000000
       6.360000      172.4247104000        0.0000000000
       6.370000      173.2266677000        0.0000000000
       6.380000      174.0314648000        0.0000000000
       6.390000      174.8391071000        0.0000000000
       6.400000      175.6496000000        0.0000000000
       6.410000      176.4629489000        0.0000000000
       6.420000      177.2791592000        0.0000000000
       6.430000      178.0982363000        0.0000000000
       6.440000      178.9201856000        0.0000000000
       6.450000      179.7450125000        0.0000000000
