             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           2.90       0.239249       0.000041       0.239249       0.000041       0.239249       0.000041
           2.91       0.229437       0.039846       0.229544       0.007027       0.229528       0.000030
           2.92       0.219624       0.072832       0.219815       0.014188       0.219783       0.000084
           2.93       0.209811       0.098419       0.210062       0.021107       0.210017       0.000143
           2.94       0.199998       0.116033       0.200285       0.027248       0.200230       0.000184
           2.95       0.190185       0.124950       0.190484       0.031987       0.190422       0.000199
           2.96       0.180372       0.124305       0.180541       0.030622       0.180596       0.000209
           2.97       0.170559       0.113031       0.170707       0.026330       0.170752       0.000185
           2.98       0.160746       0.089766       0.160859       0.019655       0.160890       0.000150
           2.99       0.150933       0.052826       0.150996       0.010810       0.151013       0.000094
           3.00       0.141120       0.000004       0.141120       0.000004       0.141120       0.000004
           3.01       0.131166       0.035923       0.131230       0.012432       0.131213       0.000071
           3.02       0.121212       0.066900       0.121325       0.026099       0.121293       0.000142
           3.03       0.111258       0.092508       0.111406       0.040439       0.111361       0.000206
           3.04       0.101304       0.112163       0.101473       0.054666       0.101418       0.000263
           3.05       0.091350       0.125036       0.091527       0.067671       0.091464       0.000314
           3.06       0.081396       0.129827       0.081446       0.068697       0.081502       0.000336
           3.07       0.071442       0.124574       0.071486       0.063631       0.071531       0.000355
           3.08       0.061489       0.106025       0.061522       0.052058       0.061554       0.000349
           3.09       0.051535       0.068372       0.051553       0.032137       0.051570       0.000309
           3.10       0.041581       0.000230       0.041581       0.000230       0.041581       0.000230
           3.11       0.031585       0.007269       0.031604       0.051876       0.031587       0.000264
           3.12       0.021590       0.006205       0.021623       0.147639       0.021591       0.000304
           3.13       0.011594       0.015294       0.011638       0.391392       0.011592       0.000412
           3.14       0.001599       0.379680       0.001649       3.508215       0.001593       0.001734
           3.15      -0.008397       0.124685      -0.008345       0.742055      -0.008407       0.000050
           3.16      -0.018392       0.076473      -0.018462       0.303631      -0.018406       0.000070
           3.17      -0.028388       0.055727      -0.028449       0.159808      -0.028403       0.000117
           3.18      -0.038383       0.038389      -0.038430       0.083077      -0.038398       0.000106
           3.19      -0.048379       0.020276      -0.048405       0.033946      -0.048388       0.000098
           3.20      -0.058374       0.000081      -0.058374       0.000081      -0.058374       0.000081
           3.21      -0.068311       0.062531      -0.068337       0.024152      -0.068354       0.000172
           3.22      -0.078248       0.100361      -0.078295       0.040815      -0.078327       0.000227
           3.23      -0.088186       0.120778      -0.088247       0.051446      -0.088292       0.000258
           3.24      -0.098123       0.128079      -0.098193       0.056871      -0.098248       0.000253
           3.25      -0.108060       0.124975      -0.108257       0.057146      -0.108195       0.000237
           3.26      -0.117997       0.113239      -0.118186       0.046884      -0.118131       0.000198
           3.27      -0.127934       0.094121      -0.128100       0.035138      -0.128055       0.000156
           3.28      -0.137871       0.068468      -0.137997       0.022938      -0.137966       0.000100
           3.29      -0.147809       0.036927      -0.147879       0.011053      -0.147863       0.000032
           3.30      -0.157746       0.000029      -0.157746       0.000029      -0.157746       0.000029
           3.31      -0.167525       0.052017      -0.167596       0.009691      -0.167612       0.000071
           3.32      -0.177305       0.088824      -0.177431       0.017762      -0.177462       0.000154
           3.33      -0.187084       0.112304      -0.187250       0.023929      -0.187294       0.000204
           3.34      -0.196864       0.123953      -0.197053       0.027988      -0.197108       0.000235
           3.35      -0.206643       0.124983      -0.206962       0.029263      -0.206901       0.000244
           3.36      -0.216423       0.116383      -0.216729       0.025019      -0.216675       0.000234
           3.37      -0.226202       0.098960      -0.226470       0.019426      -0.226426       0.000199
           3.38      -0.235982       0.073408      -0.236186       0.013081      -0.236155       0.000150
           3.39      -0.245761       0.040272      -0.245876       0.006457      -0.245860       0.000095
           3.40      -0.255541       0.000033      -0.255541       0.000033      -0.255541       0.000033
           3.41      -0.265065       0.049360      -0.265180       0.006038      -0.265196       0.000116
           3.42      -0.274589       0.085581      -0.274794       0.011267      -0.274824       0.000184
           3.43      -0.284114       0.109700      -0.284382       0.015460      -0.284425       0.000225
           3.44      -0.293638       0.122592      -0.293944       0.018374      -0.293998       0.000250
           3.45      -0.303162       0.124989      -0.303600       0.019349      -0.303541       0.000248
           3.46      -0.312686       0.117556      -0.313107       0.016798      -0.313054       0.000233
           3.47      -0.322211       0.100866      -0.322579       0.013230      -0.322535       0.000196
           3.48      -0.331735       0.075431      -0.332015       0.009034      -0.331985       0.000141
           3.49      -0.341259       0.041676      -0.341417       0.004529      -0.341401       0.000072
           3.50      -0.350783       0.000002      -0.350783       0.000002      -0.350783       0.000002
           3.51      -0.359957       0.048082      -0.360115       0.004288      -0.360130       0.000084
           3.52      -0.369131       0.083982      -0.369411       0.008089      -0.369440       0.000143
           3.53      -0.378304       0.108382      -0.378672       0.011212      -0.378714       0.000195
